Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age
17.5,Regular,0.007538459,Grocery,144.2102,OUT035,Small,Tier 2,Supermarket Type1,4082.6856,5
10.895,Regular,0.009676286,Grocery,122.873,OUT017,Small,Tier 2,Supermarket Type1,3448.844,2
20.5,Low Fat,0.141792841,Grocery,89.7172,OUT046,Small,Tier 1,Supermarket Type1,1159.8236,12
13.824000000000002,Regular,0.05436436,Grocery,63.8168,OUT027,Medium,Tier 3,Supermarket Type3,958.752,24
13.65,Regular,0.031573246,Grocery,99.47,OUT018,Medium,Tier 3,Supermarket Type2,299.61,0
15.7,Low Fat,0.055943697,Household and Non-Food Items,150.6024,OUT013,High,Tier 3,Supermarket Type1,2428.8384,22
18.7,Regular,0.0,Frozen Foods,229.201,OUT035,Small,Tier 2,Supermarket Type1,3215.814,5
19.35,Regular,0.066831682,Beverages,163.8868,OUT010,High,Tier 3,Grocery Store,327.5736,11
16.0,Regular,0.065165046,Grocery,79.3986,OUT049,Medium,Tier 1,Supermarket Type1,856.8846,10
6.965,Low Fat,0.0,Household and Non-Food Items,159.4604,OUT013,High,Tier 3,Supermarket Type1,3169.208,22
11.395,Regular,0.069728296,Proteins,233.9616,OUT045,Small,Tier 2,Supermarket Type1,1406.1696,7
7.5,Low Fat,0.09660879,Household and Non-Food Items,56.9588,OUT045,Small,Tier 2,Supermarket Type1,744.3644,7
6.115,Regular,0.007038478,Beverages,189.253,OUT013,High,Tier 3,Supermarket Type1,3605.307,22
11.872,Regular,0.153456703,Grocery,264.091,OUT019,Small,Tier 1,Grocery Store,262.991,24
14.8,Regular,0.043982464,Grocery,110.657,OUT045,Small,Tier 2,Supermarket Type1,2966.139,7
8.71,Low Fat,0.139202085,Grocery,46.1376,OUT035,Small,Tier 2,Supermarket Type1,383.5008,5
15.5,Regular,0.086184647,Frozen Foods,50.9692,OUT018,Medium,Tier 3,Supermarket Type2,394.1536,0
19.35,Regular,0.082250863,Grocery,48.7034,OUT035,Small,Tier 2,Supermarket Type1,534.6374,5
10.809999999999999,Low Fat,0.034286109,Beverages,173.1422,OUT027,Medium,Tier 3,Supermarket Type3,5000.8238,24
19.2,Low Fat,0.100482186,Frozen Foods,111.8886,OUT018,Medium,Tier 3,Supermarket Type2,1667.829,0
16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,Medium,Tier 1,Supermarket Type1,2439.4912,10
19.85,Low Fat,0.005230786,Grocery,265.1884,OUT013,High,Tier 3,Supermarket Type1,5034.7796,22
13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,Small,Tier 2,Supermarket Type1,2087.9488,5
7.535,Low Fat,0.081787519,Beverages,120.844,OUT046,Small,Tier 1,Supermarket Type1,2157.192,12
13.430000000000001,Low Fat,0.010615026,Frozen Foods,185.1898,OUT019,Small,Tier 1,Grocery Store,374.1796,24
12.427000000000001,Low Fat,0.009534758,Grocery,64.551,OUT027,Medium,Tier 3,Supermarket Type3,1201.769,24
5.59,Regular,0.056602818,Grocery,63.2168,OUT046,Small,Tier 1,Supermarket Type1,1725.7536,12
19.85,Low Fat,0.05410964,Proteins,195.0768,OUT049,Medium,Tier 1,Supermarket Type1,1970.768,10
17.6,Low Fat,0.058209079,Proteins,153.6314,OUT045,Small,Tier 2,Supermarket Type1,5274.4676,7
6.215,Regular,0.083056555,Grocery,224.4062,OUT010,High,Tier 3,Grocery Store,225.7062,11
15.1,Regular,0.020015391,Frozen Foods,128.831,OUT018,Medium,Tier 3,Supermarket Type2,1817.634,0
13.35,Low Fat,0.102426197,Grocery,230.6352,OUT013,High,Tier 3,Supermarket Type1,5725.88,22
9.5,Regular,0.048761223,Grocery,186.5898,OUT049,Medium,Tier 1,Supermarket Type1,5238.5144,10
11.8,Regular,0.0,Frozen Foods,179.2344,OUT035,Small,Tier 2,Supermarket Type1,2141.2128,5
17.6,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,Small,Tier 2,Supermarket Type1,796.9626,5
19.85,Low Fat,0.008762556,Grocery,266.6884,OUT010,High,Tier 3,Grocery Store,264.9884,11
13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,Medium,Tier 1,Supermarket Type1,1938.8096,10
18.85,Low Fat,0.137972993,Beverages,158.4578,OUT017,Small,Tier 2,Supermarket Type1,1444.1202,2
17.5,Low Fat,0.0,Grocery,102.999,OUT046,Small,Tier 1,Supermarket Type1,2992.771,12
20.2,Regular,0.121940099,Grocery,95.3752,OUT017,Small,Tier 2,Supermarket Type1,1150.5024,2
5.88,Low Fat,0.024926013,Household and Non-Food Items,149.9392,OUT049,Medium,Tier 1,Supermarket Type1,1491.392,10
10.872,Regular,0.039031927,Grocery,95.641,OUT027,Medium,Tier 3,Supermarket Type3,1737.738,24
15.85,Low Fat,0.13727,Grocery,94.4094,OUT017,Small,Tier 2,Supermarket Type1,1904.188,2
5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,Small,Tier 2,Supermarket Type1,508.6712,7
18.85,Low Fat,0.142443405,Grocery,170.4132,OUT017,Small,Tier 2,Supermarket Type1,4396.9432,2
18.85,Low Fat,0.137410256,Beverages,161.7578,OUT049,Medium,Tier 1,Supermarket Type1,1604.578,10
7.51,Low Fat,0.104400238,Grocery,113.5544,OUT017,Small,Tier 2,Supermarket Type1,894.8352,2
16.2,Low Fat,0.0,Household and Non-Food Items,190.8162,OUT035,Small,Tier 2,Supermarket Type1,3271.0754,5
17.6,Low Fat,0.015750947,Household and Non-Food Items,182.5976,OUT018,Medium,Tier 3,Supermarket Type2,1629.8784,0
8.97,Low Fat,0.092937216,Household and Non-Food Items,54.6956,OUT013,High,Tier 3,Supermarket Type1,764.3384,22
7.22,Regular,0.03828933,Grocery,64.751,OUT013,High,Tier 3,Supermarket Type1,126.502,22
8.71,Low Fat,0.121936216,Grocery,94.4778,OUT017,Small,Tier 2,Supermarket Type1,2628.5784,2
17.7,Regular,0.135646297,Grocery,186.0924,OUT018,Medium,Tier 3,Supermarket Type2,3516.7556,0
15.85,Low Fat,0.069240685,Grocery,217.5166,OUT045,Small,Tier 2,Supermarket Type1,653.1498,7
6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,Small,Tier 2,Supermarket Type1,2406.867,2
10.366,Regular,0.08186804,Grocery,46.8034,OUT027,Medium,Tier 3,Supermarket Type3,1069.2748,24
19.25,Regular,0.034753686,Grocery,141.5496,OUT049,Medium,Tier 1,Supermarket Type1,1976.0944,10
16.5,Low Fat,0.028476451,Grocery,91.0146,OUT045,Small,Tier 2,Supermarket Type1,1368.219,7
13.5,Regular,0.067872402,Grocery,57.8562,OUT046,Small,Tier 1,Supermarket Type1,355.5372,12
9.503,Regular,0.026420581,Proteins,250.9408,OUT019,Small,Tier 1,Grocery Store,1001.3632,24
7.865,Low Fat,0.061183503,Grocery,164.5526,OUT045,Small,Tier 2,Supermarket Type1,1644.526,7
10.6,Low Fat,0.035247642,Household and Non-Food Items,84.7224,OUT049,Medium,Tier 1,Supermarket Type1,1619.2256,10
10.266,Regular,0.02974207,Grocery,88.9514,OUT027,Medium,Tier 3,Supermarket Type3,3453.5046,24
16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,Small,Tier 2,Supermarket Type1,1411.496,5
14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,Medium,Tier 1,Supermarket Type1,3238.4512,10
7.235,Low Fat,0.076791671,Household and Non-Food Items,116.4492,OUT013,High,Tier 3,Supermarket Type1,2316.984,22
16.75,Low Fat,0.021220113,Beverages,55.1298,OUT035,Small,Tier 2,Supermarket Type1,1240.3854,5
13.413999999999998,Low Fat,0.078589629,Beverages,113.286,OUT027,Medium,Tier 3,Supermarket Type3,2716.464,24
14.0,Regular,0.031261583,Grocery,52.564,OUT035,Small,Tier 2,Supermarket Type1,639.168,5
19.85,Low Fat,0.005235143,Grocery,265.8884,OUT046,Small,Tier 1,Supermarket Type1,2649.884,12
10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,Small,Tier 2,Supermarket Type1,852.224,2
5.635,Low Fat,0.172856719,Grocery,148.205,OUT010,High,Tier 3,Grocery Store,449.415,11
10.65,Regular,0.085617517,Grocery,229.3668,OUT017,Small,Tier 2,Supermarket Type1,2303.668,2
15.1,Low Fat,0.127334766,Grocery,88.283,OUT010,High,Tier 3,Grocery Store,89.883,11
16.5,Low Fat,0.036641597,Household and Non-Food Items,178.7318,OUT046,Small,Tier 1,Supermarket Type1,1263.0226,12
13.35,Regular,0.014656564,Grocery,208.5638,OUT045,Small,Tier 2,Supermarket Type1,2277.7018,7
12.15,Low Fat,0.037864854,Proteins,63.0826,OUT013,High,Tier 3,Supermarket Type1,322.913,22
13.65,Low Fat,0.036016619,Grocery,186.3924,OUT049,Medium,Tier 1,Supermarket Type1,1295.6468,10
20.75,Regular,0.12953868,Proteins,240.288,OUT049,Medium,Tier 1,Supermarket Type1,2396.88,10
19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,High,Tier 3,Supermarket Type1,5487.5236,22
17.25,Low Fat,0.0,Grocery,171.5764,OUT045,Small,Tier 2,Supermarket Type1,4637.9628,7
17.69,Regular,0.112119359,Beverages,123.0388,OUT027,Medium,Tier 3,Supermarket Type3,1981.4208,24
13.898000000000001,Low Fat,0.0,Fruits and Vegetables,45.9402,OUT027,Medium,Tier 3,Supermarket Type3,872.8638,24
10.195,Low Fat,0.041907414,Grocery,43.8428,OUT013,High,Tier 3,Supermarket Type1,175.7712,22
16.6,Low Fat,0.027556247,Household and Non-Food Items,176.6344,OUT013,High,Tier 3,Supermarket Type1,1962.7784,22
17.6,Regular,0.076058484,Proteins,111.8202,OUT013,High,Tier 3,Supermarket Type1,2025.3636,22
8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,Small,Tier 1,Supermarket Type1,1874.8928,12
13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,Small,Tier 2,Supermarket Type1,2348.9424,7
10.6,Low Fat,0.056884225,Grocery,231.9642,OUT049,Medium,Tier 1,Supermarket Type1,3020.7346,10
10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,Small,Tier 2,Supermarket Type1,4655.2736,2
15.2,Low Fat,0.021207519,Grocery,219.4824,OUT046,Small,Tier 1,Supermarket Type1,1747.0592,12
8.895,Low Fat,0.0,Beverages,232.9616,OUT045,Small,Tier 2,Supermarket Type1,2812.3392,7
11.8,Low Fat,0.113307794,Beverages,187.0924,OUT035,Small,Tier 2,Supermarket Type1,1850.924,5
6.55,Regular,0.034800079,Grocery,157.5288,OUT017,Small,Tier 2,Supermarket Type1,1571.288,2
16.85,Low Fat,0.139301634,Grocery,144.976,OUT013,High,Tier 3,Supermarket Type1,2783.044,22
11.995000000000001,Low Fat,0.025612348,Fruits and Vegetables,168.2474,OUT027,Medium,Tier 3,Supermarket Type3,3200.5006,24
7.235,Low Fat,0.077290355,Household and Non-Food Items,116.9492,OUT017,Small,Tier 2,Supermarket Type1,2316.984,2
19.25,Low Fat,0.1017546,Grocery,55.1956,OUT035,Small,Tier 2,Supermarket Type1,491.3604,5
13.85,Regular,0.094265737,Grocery,233.93,OUT010,High,Tier 3,Grocery Store,233.03,11
18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,OUT013,High,Tier 3,Supermarket Type1,476.047,22
18.6,Low Fat,0.01575657,Grocery,153.1366,OUT013,High,Tier 3,Supermarket Type1,3173.8686,22
6.615,Low Fat,0.156307983,Grocery,196.3426,OUT010,High,Tier 3,Grocery Store,790.9704,11
15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,High,Tier 3,Grocery Store,153.134,11
18.85,Low Fat,0.13747519,Beverages,158.6578,OUT045,Small,Tier 2,Supermarket Type1,3369.6138,7
7.235,Low Fat,0.0,Grocery,197.2452,OUT035,Small,Tier 2,Supermarket Type1,2348.9424,5
7.825,Low Fat,0.07962861,Proteins,63.4826,OUT046,Small,Tier 1,Supermarket Type1,2002.0606,12
10.652,Low Fat,0.03100078,Household and Non-Food Items,177.0054,OUT027,Medium,Tier 3,Supermarket Type3,2101.2648,24
19.7,Regular,0.016202582,Grocery,188.2556,OUT035,Small,Tier 2,Supermarket Type1,3379.6008,5
12.6,Low Fat,0.024190156,Grocery,34.4874,OUT035,Small,Tier 2,Supermarket Type1,494.0236,5
10.65,Regular,0.085308611,Grocery,230.2668,OUT045,Small,Tier 2,Supermarket Type1,5759.17,7
16.75,Regular,0.008564925,Proteins,73.2038,OUT035,Small,Tier 2,Supermarket Type1,1404.1722,5
13.8,Low Fat,0.097457483,Grocery,55.393,OUT018,Medium,Tier 3,Supermarket Type2,1018.674,0
9.6,Low Fat,0.029619203,Household and Non-Food Items,43.6086,OUT013,High,Tier 3,Supermarket Type1,624.5204,22
13.1,Low Fat,0.0,Others,189.253,OUT046,Small,Tier 1,Supermarket Type1,1518.024,12
14.6,Low Fat,0.150872868,Beverages,47.5692,OUT045,Small,Tier 2,Supermarket Type1,1379.5376,7
6.67,Regular,0.09031453,Grocery,130.5626,OUT018,Medium,Tier 3,Supermarket Type2,1180.4634,0
15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,Small,Tier 1,Supermarket Type1,857.5504,12
17.75,Low Fat,0.111209003,Others,107.7912,OUT013,High,Tier 3,Supermarket Type1,982.7208,22
20.2,Regular,0.121153331,Grocery,97.3752,OUT013,High,Tier 3,Supermarket Type1,958.752,22
10.85,Low Fat,0.163160327,Grocery,107.4622,OUT017,Small,Tier 2,Supermarket Type1,1693.7952,2
20.25,Low Fat,0.148163564,Household and Non-Food Items,232.7616,OUT049,Medium,Tier 1,Supermarket Type1,1874.8928,10
12.975999999999999,Low Fat,0.028281197,Grocery,90.2146,OUT027,Medium,Tier 3,Supermarket Type3,3648.584,24
5.86,Regular,0.150853308,Proteins,156.0314,OUT046,Small,Tier 1,Supermarket Type1,2016.7082,12
6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,Small,Tier 2,Supermarket Type1,1358.232,2
19.7,Regular,0.018024769,Proteins,104.499,OUT046,Small,Tier 1,Supermarket Type1,1031.99,12
9.8,Low Fat,0.090448534,Others,194.5478,OUT035,Small,Tier 2,Supermarket Type1,774.9912,5
12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,Small,Tier 1,Supermarket Type1,1267.6832,12
19.35,Regular,0.109667698,Proteins,166.0816,OUT010,High,Tier 3,Grocery Store,671.1264,11
16.75,Low Fat,0.075735621,Household and Non-Food Items,34.5532,OUT046,Small,Tier 1,Supermarket Type1,323.5788,12
19.1,Low Fat,0.091917786,Others,182.7608,OUT046,Small,Tier 1,Supermarket Type1,1837.608,12
21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,High,Tier 3,Grocery Store,190.4188,11
19.5,Low Fat,0.082483516,Grocery,179.2002,OUT013,High,Tier 3,Supermarket Type1,2865.6032,22
6.575,Regular,0.075507758,Grocery,146.4444,OUT046,Small,Tier 1,Supermarket Type1,1596.5884,12
6.67,Regular,0.124126756,Grocery,88.9514,OUT017,Small,Tier 2,Supermarket Type1,2125.2336,2
12.3,Low Fat,0.009425158,Grocery,74.838,OUT049,Medium,Tier 1,Supermarket Type1,1537.998,10
16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,Small,Tier 2,Supermarket Type1,1255.033,7
11.628,Regular,0.058545606,Proteins,155.8314,OUT019,Small,Tier 1,Grocery Store,310.2628,24
17.35,Low Fat,0.020676141,Others,80.6618,OUT017,Small,Tier 2,Supermarket Type1,1208.427,2
15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,High,Tier 3,Grocery Store,36.619,11
8.975,Regular,0.05272914,Grocery,86.4224,OUT046,Small,Tier 1,Supermarket Type1,1022.6688,12
13.15,Low Fat,0.024630755,Household and Non-Food Items,178.2686,OUT013,High,Tier 3,Supermarket Type1,2666.529,22
19.5,Low Fat,0.014274292,Household and Non-Food Items,55.6614,OUT046,Small,Tier 1,Supermarket Type1,718.3982,12
15.1,Low Fat,0.059313603,Household and Non-Food Items,238.1248,OUT035,Small,Tier 2,Supermarket Type1,4266.4464,5
5.465,Regular,0.048518008,Grocery,132.9626,OUT035,Small,Tier 2,Supermarket Type1,2360.9268,5
17.75,Low Fat,0.073349552,Proteins,34.2216,OUT013,High,Tier 3,Supermarket Type1,934.7832,22
16.765000000000004,Low Fat,0.055648052,Grocery,100.3016,OUT027,Medium,Tier 3,Supermarket Type3,2833.6448,24
6.96,Low Fat,0.077129323,Beverages,92.7146,OUT013,High,Tier 3,Supermarket Type1,1733.0774,22
17.85,Low Fat,0.087824967,Grocery,196.0794,OUT018,Medium,Tier 3,Supermarket Type2,1755.7146,0
5.095,Regular,0.130031207,Grocery,142.4838,OUT018,Medium,Tier 3,Supermarket Type2,561.9352,0
5.73,Low Fat,0.045334098,Beverages,87.0882,OUT013,High,Tier 3,Supermarket Type1,1803.6522,22
7.5,Low Fat,0.096333029,Household and Non-Food Items,57.8588,OUT013,High,Tier 3,Supermarket Type1,1145.176,22
7.855,Regular,0.073858923,Grocery,218.6482,OUT013,High,Tier 3,Supermarket Type1,3723.8194,22
5.655,Low Fat,0.175047104,Beverages,146.9102,OUT035,Small,Tier 2,Supermarket Type1,1895.5326,5
12.15,Low Fat,0.132952286,Household and Non-Food Items,37.6506,OUT010,High,Tier 3,Grocery Store,37.9506,11
9.6,Low Fat,0.086145867,Grocery,258.362,OUT010,High,Tier 3,Grocery Store,259.662,11
18.85,Low Fat,0.0520115,Household and Non-Food Items,190.3846,OUT013,High,Tier 3,Supermarket Type1,3630.6074,22
20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,Small,Tier 2,Supermarket Type1,3560.6984,5
12.15,Regular,0.071440118,Proteins,182.295,OUT010,High,Tier 3,Grocery Store,549.285,11
19.6,Low Fat,0.03395415,Beverages,56.4614,OUT049,Medium,Tier 1,Supermarket Type1,773.6596,10
16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,Small,Tier 1,Supermarket Type1,878.856,12
13.425,Low Fat,0.020769677,Grocery,117.5782,OUT027,Medium,Tier 3,Supermarket Type3,2741.0986,24
6.425,Low Fat,0.06316338,Grocery,132.2626,OUT035,Small,Tier 2,Supermarket Type1,2098.6016,5
13.940000000000001,Regular,0.014342659,Grocery,103.7674,OUT019,Small,Tier 1,Grocery Store,203.7348,24
7.97,Low Fat,0.057667173,Beverages,172.1422,OUT010,High,Tier 3,Grocery Store,517.3266,11
17.25,Low Fat,0.037155206,Beverages,166.4526,OUT013,High,Tier 3,Supermarket Type1,3782.4098,22
9.1,Low Fat,0.080417724,Household and Non-Food Items,48.8718,OUT049,Medium,Tier 1,Supermarket Type1,425.4462,10
19.2,Low Fat,0.041227831,Household and Non-Food Items,129.831,OUT046,Small,Tier 1,Supermarket Type1,1947.465,12
12.246,Regular,0.102226474,Grocery,91.312,OUT027,Medium,Tier 3,Supermarket Type3,3075.996,24
16.29,Regular,0.178210285,Proteins,95.7752,OUT027,Medium,Tier 3,Supermarket Type3,3930.8832,24
14.5,Regular,0.06904249,Grocery,41.4454,OUT010,High,Tier 3,Grocery Store,41.9454,11
8.936,Regular,0.052791124,Grocery,98.5384,OUT019,Small,Tier 1,Grocery Store,591.2304,24
17.75,Regular,0.067607749,Grocery,188.024,OUT049,Medium,Tier 1,Supermarket Type1,2796.36,10
7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,Small,Tier 2,Supermarket Type1,1765.0358,2
8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,Small,Tier 2,Supermarket Type1,3295.71,2
16.35,Low Fat,0.091074449,Household and Non-Food Items,196.811,OUT017,Small,Tier 2,Supermarket Type1,3338.987,2
5.655,Low Fat,0.0,Beverages,147.5102,OUT046,Small,Tier 1,Supermarket Type1,1166.4816,12
9.5,Low Fat,0.041951439,Beverages,32.49,OUT049,Medium,Tier 1,Supermarket Type1,865.54,10
8.05,Regular,0.0,Fruits and Vegetables,257.5646,OUT013,High,Tier 3,Supermarket Type1,5153.292,22
6.75,Regular,0.108679906,Grocery,95.6752,OUT018,Medium,Tier 3,Supermarket Type2,1246.3776,0
16.6,Low Fat,0.136500981,Beverages,173.3422,OUT017,Small,Tier 2,Supermarket Type1,4138.6128,2
6.095,Low Fat,0.081361288,Others,141.9154,OUT045,Small,Tier 2,Supermarket Type1,2694.4926,7
15.1,Low Fat,0.0,Grocery,197.211,OUT010,High,Tier 3,Grocery Store,196.411,11
19.35,Regular,0.018591464,Grocery,112.9544,OUT049,Medium,Tier 1,Supermarket Type1,1342.2528,10
11.3,Low Fat,0.066952965,Household and Non-Food Items,192.0478,OUT018,Medium,Tier 3,Supermarket Type2,3099.9648,0
10.8,Low Fat,0.029107004,Grocery,240.5222,OUT017,Small,Tier 2,Supermarket Type1,4541.4218,2
19.7,Regular,0.0,Grocery,194.411,OUT049,Medium,Tier 1,Supermarket Type1,5106.686,10
14.849,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,Small,Tier 1,Grocery Store,111.1886,24
10.5,Regular,0.117149075,Grocery,164.121,OUT018,Medium,Tier 3,Supermarket Type2,1794.331,0
7.655,Low Fat,0.031994534,Grocery,114.3492,OUT049,Medium,Tier 1,Supermarket Type1,1853.5872,10
8.235,Low Fat,0.08276363,Grocery,146.5076,OUT018,Medium,Tier 3,Supermarket Type2,1625.8836,0
20.6,Low Fat,0.083004078,Grocery,119.4756,OUT046,Small,Tier 1,Supermarket Type1,1090.5804,12
19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,Medium,Tier 1,Supermarket Type1,2892.2352,10
9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,High,Tier 3,Grocery Store,170.4448,11
5.305,Regular,0.07871639,Proteins,183.5608,OUT010,High,Tier 3,Grocery Store,551.2824,11
9.8,Low Fat,0.013869809,Beverages,47.406,OUT045,Small,Tier 2,Supermarket Type1,978.726,7
9.6,Regular,0.022274264,Grocery,101.699,OUT035,Small,Tier 2,Supermarket Type1,2992.771,5
13.0,Low Fat,0.153618566,Grocery,79.6986,OUT046,Small,Tier 1,Supermarket Type1,1480.0734,12
17.6,Low Fat,0.049267759,Grocery,113.0176,OUT018,Medium,Tier 3,Supermarket Type2,2862.94,0
14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,Small,Tier 2,Supermarket Type1,681.7792,2
10.3,Regular,0.02494708,Grocery,172.3422,OUT045,Small,Tier 2,Supermarket Type1,5690.5926,7
15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,High,Tier 3,Grocery Store,185.7582,11
6.03,Low Fat,0.022832115,Grocery,176.7028,OUT017,Small,Tier 2,Supermarket Type1,1416.8224,2
7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,Small,Tier 1,Supermarket Type1,5580.0698,12
20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,Small,Tier 2,Supermarket Type1,905.488,7
15.85,Low Fat,0.136497913,Grocery,96.3094,OUT046,Small,Tier 1,Supermarket Type1,2856.282,12
15.2,Low Fat,0.162462044,Household and Non-Food Items,117.6492,OUT010,High,Tier 3,Grocery Store,347.5476,11
12.15,Low Fat,0.0,Grocery,164.7184,OUT046,Small,Tier 1,Supermarket Type1,3962.8416,12
19.35,Low Fat,0.118080437,Grocery,222.6088,OUT035,Small,Tier 2,Supermarket Type1,6040.1376,5
11.503,Regular,0.017466284,Proteins,45.4718,OUT027,Medium,Tier 3,Supermarket Type3,1323.6104,24
11.174,Low Fat,0.031073804,Proteins,157.5604,OUT027,Medium,Tier 3,Supermarket Type3,5704.5744,24
8.85,Regular,0.113302223,Beverages,125.1388,OUT017,Small,Tier 2,Supermarket Type1,1114.5492,2
19.85,Low Fat,0.025968706,Household and Non-Food Items,49.5376,OUT046,Small,Tier 1,Supermarket Type1,1006.6896,12
19.1,Low Fat,0.045400017,Grocery,38.8138,OUT045,Small,Tier 2,Supermarket Type1,690.4346,7
17.0,Low Fat,0.126958147,Household and Non-Food Items,125.8362,OUT017,Small,Tier 2,Supermarket Type1,2516.724,2
11.15,Regular,0.105307659,Grocery,102.0648,OUT046,Small,Tier 1,Supermarket Type1,1038.648,12
12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,Small,Tier 1,Supermarket Type1,1208.427,12
20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,Small,Tier 2,Supermarket Type1,522.653,7
7.035,Low Fat,0.0,Frozen Foods,263.291,OUT010,High,Tier 3,Grocery Store,525.982,11
4.785,Low Fat,0.09297084,Grocery,122.0098,OUT018,Medium,Tier 3,Supermarket Type2,2048.6666,0
9.3,Regular,0.033505804,Proteins,153.4314,OUT045,Small,Tier 2,Supermarket Type1,2482.1024,7
17.25,Low Fat,0.072986772,Grocery,78.8986,OUT045,Small,Tier 2,Supermarket Type1,1635.8706,7
17.85,Low Fat,0.024961677,Beverages,153.1998,OUT017,Small,Tier 2,Supermarket Type1,3383.5956,2
13.009,Low Fat,0.092433518,Household and Non-Food Items,101.6674,OUT027,Medium,Tier 3,Supermarket Type3,1426.1436,24
9.8,Low Fat,0.026081567,Grocery,217.585,OUT035,Small,Tier 2,Supermarket Type1,4327.7,5
18.85,Low Fat,0.09079168,Beverages,127.1336,OUT013,High,Tier 3,Supermarket Type1,3579.3408,22
9.695,Low Fat,0.113917889,Household and Non-Food Items,158.2604,OUT035,Small,Tier 2,Supermarket Type1,2693.8268,5
10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,Medium,Tier 1,Supermarket Type1,1957.452,10
16.6,Low Fat,0.135620265,Beverages,172.9422,OUT013,High,Tier 3,Supermarket Type1,2931.5174,22
18.25,Low Fat,0.077709902,Grocery,259.6962,OUT035,Small,Tier 2,Supermarket Type1,5438.9202,5
5.82,Low Fat,0.134975628,Household and Non-Food Items,170.579,OUT010,High,Tier 3,Grocery Store,509.337,11
9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,Small,Tier 1,Supermarket Type1,1201.769,12
18.25,Low Fat,0.076125668,Grocery,214.0218,OUT045,Small,Tier 2,Supermarket Type1,2564.6616,7
19.7,Low Fat,0.067039526,Grocery,178.337,OUT049,Medium,Tier 1,Supermarket Type1,1411.496,10
6.865,Low Fat,0.014021626,Beverages,127.1652,OUT045,Small,Tier 2,Supermarket Type1,1291.652,7
11.35,Regular,0.023358738,Grocery,184.4608,OUT049,Medium,Tier 1,Supermarket Type1,4042.7376,10
17.7,Low Fat,0.029933275,Grocery,169.0816,OUT035,Small,Tier 2,Supermarket Type1,5201.2296,5
11.512,Low Fat,0.111777297,Household and Non-Food Items,124.6046,OUT027,Medium,Tier 3,Supermarket Type3,2863.6058,24
20.85,Low Fat,0.032448523,Grocery,177.866,OUT046,Small,Tier 1,Supermarket Type1,1078.596,12
17.25,Regular,0.047266211,Grocery,97.0068,OUT046,Small,Tier 1,Supermarket Type1,1846.9292,12
15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,Medium,Tier 1,Supermarket Type1,476.047,10
13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,High,Tier 3,Supermarket Type1,2696.49,22
15.2,Low Fat,0.020280476,Household and Non-Food Items,49.1034,OUT010,High,Tier 3,Grocery Store,194.4136,11
6.38,Low Fat,0.031962866,Grocery,178.0344,OUT045,Small,Tier 2,Supermarket Type1,535.3032,7
13.008,Low Fat,0.054376275,Household and Non-Food Items,56.293,OUT027,Medium,Tier 3,Supermarket Type3,2546.685,24
